week,player_id,name,position,team_abbrev,tier,espn_projection,yahoo_projection,matchup_factor,projection_confidence
3,1064,Michael Taylor,RB,SF,depth,7.5,7.1,1.02,0.846403032516973
3,1065,Aaron Jones,RB,SF,depth,3.0,3.1,0.82,0.8847658939451315
3,1066,Mike Evans,WR,SF,starter,12.0,11.8,1.1,0.7592140861110518
3,1067,Mike Evans,WR,SF,wr2,7.4,6.6,0.86,0.8035578913315082
3,1068,DeAndre Hopkins Jr.,WR,SF,depth,4.1,4.2,0.92,0.8484880222078626
3,1069,Keenan Allen,WR,SF,depth,4.6,4.8,0.94,0.8379212062339956
3,1070,Keenan Allen,WR,SF,depth,4.5,4.6,0.98,0.6322381200960281
3,1071,Cooper Kupp,WR,SF,depth,2.9,3.0,1.04,0.6213249918293631
3,1072,Dallas Goedert,TE,SF,starter,10.2,10.6,0.96,0.6559972512098178
3,1073,Darren Waller Sr.,TE,SF,backup,3.6,3.9,0.82,0.8690229820989771
3,1074,DeShawn Andrews,TE,SF,backup,5.7,5.9,0.92,0.730887001721106
3,1075,Kirk Cousins,QB,MIA,starter,19.9,18.9,0.87,0.7903721082254238
3,1076,Michael Rodgers,QB,MIA,backup,16.6,15.7,0.9,0.8675478446871403
3,1077,Justin Herbert,QB,MIA,backup,11.6,12.7,0.98,0.8073166777577326
3,1078,Dalvin Cook,RB,MIA,starter,11.1,10.1,1.04,0.8355945582062003
3,1079,Michael Henry,RB,MIA,rb2,10.4,9.9,0.8,0.8638590648185439
3,1080,Dalvin Cook,RB,MIA,depth,7.8,8.3,0.93,0.9278690908507705
3,1081,CeeDee Lamb,WR,MIA,starter,11.2,11.2,0.91,0.9438321183989102
3,1082,Stefon Diggs,WR,MIA,wr2,11.4,10.4,0.93,0.8067718178361212
3,1083,Cooper Kupp,WR,MIA,depth,2.4,2.6,0.82,0.6456077880726702
3,1084,Mike Evans,WR,MIA,depth,3.8,4.1,1.09,0.8719728992004424
3,1085,Brandon Brown,WR,MIA,depth,3.9,4.3,0.81,0.7032347265425629
3,1086,CeeDee Lamb Jr.,WR,MIA,depth,4.5,4.2,1.01,0.918798114990158
3,1087,DK Metcalf,WR,MIA,depth,4.6,4.2,1.06,0.831866580568841
3,1088,T.J. Hockenson,TE,MIA,starter,7.3,7.1,0.97,0.6270619350602422
3,1089,George Kittle Jr.,TE,MIA,backup,4.0,4.1,0.91,0.873061735482257
3,1090,David Njoku,TE,MIA,backup,3.3,3.4,0.83,0.8966139774600512
3,1091,Trevor Lawrence,QB,CIN,starter,22.2,23.0,0.83,0.8019309043278045
3,1092,Russell Wilson,QB,CIN,backup,12.0,11.8,0.87,0.6710848179656113
3,1093,Alvin Kamara,RB,CIN,starter,14.9,16.0,1.0,0.6677720391809543
3,1094,Austin Ekeler II,RB,CIN,rb2,14.7,13.8,1.01,0.7854122387353495
3,1095,Jordan Chubb,RB,CIN,depth,5.6,5.5,0.84,0.8010655747934846
3,1096,Davante Adams,WR,CIN,starter,14.8,15.5,0.88,0.8192705403491324
3,1097,DK Metcalf,WR,CIN,wr2,8.4,9.2,0.98,0.6999396426248717
3,1098,Mike Evans,WR,CIN,depth,3.6,3.7,1.09,0.6138410310423212
3,1099,Tyler Hopkins,WR,CIN,depth,2.2,2.0,0.84,0.8713702762268705
3,1100,A.J. Brown,WR,CIN,depth,4.2,4.1,0.95,0.8885273742489845
3,1101,DeShawn Diggs,WR,CIN,depth,7.0,6.9,0.99,0.671048161876936
3,1102,Stefon Diggs,WR,CIN,depth,3.1,2.8,1.01,0.7292893148526974
3,1103,Dallas Goedert,TE,CIN,starter,10.9,11.8,1.08,0.828675082991901
3,1104,Jordan Andrews,TE,CIN,backup,3.2,3.0,0.86,0.6714960414566917
3,1105,Tyler Goedert,TE,CIN,backup,2.9,2.9,1.16,0.6311532348698008
3,1106,Jalen Hurts,QB,NYJ,starter,19.8,19.6,1.03,0.8997442493710215
3,1107,Justin Herbert,QB,NYJ,backup,17.7,18.6,1.06,0.7916934393094542
3,1108,Austin Ekeler,RB,NYJ,starter,17.2,15.9,0.94,0.8060933667178438
3,1109,Jonathan Taylor,RB,NYJ,rb2,10.0,10.8,0.98,0.8062155601777753
3,1110,Nick Chubb Sr.,RB,NYJ,depth,5.4,5.9,0.86,0.6142131166111019
3,1111,DK Metcalf,WR,NYJ,starter,16.1,15.0,0.93,0.8451570889023073
3,1112,Brandon Adams,WR,NYJ,wr2,12.1,13.3,0.93,0.7833927774975077
3,1113,Davante Adams Jr.,WR,NYJ,depth,3.7,3.6,0.97,0.922783493765372
3,1114,Stefon Diggs,WR,NYJ,depth,3.2,2.9,1.01,0.8161099041856283
3,1115,Tyler Allen,WR,NYJ,depth,7.5,7.6,1.0,0.8065415150461986
3,1116,Darren Waller,TE,NYJ,starter,8.5,8.1,1.01,0.692446284482459
3,1117,George Kittle,TE,NYJ,backup,6.2,6.4,1.03,0.7816141942817028
3,1118,Mark Andrews Sr.,TE,NYJ,backup,4.0,4.0,0.81,0.8440822099610843
3,1119,Russell Wilson,QB,MIN,starter,13.1,13.5,0.82,0.6269948024967935
3,1120,Josh Allen II,QB,MIN,backup,15.7,14.2,0.94,0.6133468646513884
3,1121,Aaron Jones,RB,MIN,starter,21.8,20.5,0.96,0.901459768824168
3,1122,Dalvin Cook,RB,MIN,rb2,10.1,9.6,0.88,0.7110383292981737
3,1123,Saquon Barkley,RB,MIN,depth,7.6,8.1,1.15,0.643449869171442
3,1124,Tyler Cook,RB,MIN,depth,3.7,4.0,0.82,0.9147684519002974
3,1125,DeShawn Ekeler,RB,MIN,depth,4.2,3.9,1.1,0.876004529667493
3,1126,Tyreek Hill,WR,MIN,starter,12.8,12.1,1.0,0.8375582470476962
3,1127,Cooper Kupp,WR,MIN,wr2,6.8,7.2,0.98,0.6364281170779855
3,1128,Tyler Brown,WR,MIN,depth,4.0,4.1,0.84,0.7489242447178881
3,1129,DK Metcalf Jr.,WR,MIN,depth,6.8,7.3,1.17,0.8712808345458736
3,1130,A.J. Brown,WR,MIN,depth,2.8,2.8,0.94,0.8995036383115178
3,1131,T.J. Hockenson,TE,MIN,starter,8.5,8.4,0.84,0.6498034100098539
3,1132,Darren Waller,TE,MIN,backup,3.2,2.9,0.89,0.6743452305598798
3,1133,Kirk Cousins,QB,JAX,starter,21.6,22.5,0.84,0.8111203951274722
3,1134,Lamar Jackson,QB,JAX,backup,7.9,8.0,1.0,0.7340325685906413
3,1135,Austin Ekeler,RB,JAX,starter,16.9,16.5,0.85,0.8005374987219608
3,1136,Jonathan Taylor III,RB,JAX,rb2,10.3,11.0,0.83,0.6229177610809746
3,1137,Jonathan Taylor,RB,JAX,depth,9.1,9.3,0.99,0.8365372684002704
3,1138,Brandon Cook,RB,JAX,depth,3.3,3.2,1.13,0.916333116953818
3,1139,Alvin Kamara,RB,JAX,depth,3.6,3.7,0.84,0.8335908710758524
3,1140,Cooper Kupp,WR,JAX,starter,15.6,14.6,0.95,0.8282143914315884
3,1141,Davante Adams,WR,JAX,wr2,7.5,8.2,1.15,0.759006929144308
3,1142,Mike Evans,WR,JAX,depth,6.1,6.6,1.06,0.8433498011840642
3,1143,Brandon Kupp,WR,JAX,depth,7.4,7.1,1.01,0.6243573995952979
3,1144,Davante Adams,WR,JAX,depth,4.8,4.4,1.0,0.6163207067133207
3,1145,CeeDee Lamb,WR,JAX,depth,4.0,3.7,0.92,0.797252641742348
3,1146,Mark Andrews,TE,JAX,starter,8.7,8.0,1.07,0.8980753676069795
3,1147,Dallas Goedert III,TE,JAX,backup,6.1,6.4,1.18,0.9257283508068526
3,1148,Pat Freiermuth II,TE,JAX,backup,3.7,3.4,1.15,0.8782775269285943
3,1149,Dak Prescott,QB,GB,starter,20.4,21.4,0.89,0.9039497361612393
3,1150,Lamar Jackson,QB,GB,backup,15.9,14.9,1.04,0.8029418729199007
3,1151,Dak Prescott,QB,GB,backup,15.9,14.8,1.08,0.7533235236726097
3,1152,Christian McCaffrey,RB,GB,starter,24.1,25.5,1.16,0.8686797918224606
3,1153,Brandon McCaffrey,RB,GB,rb2,10.6,11.6,0.95,0.9262257942360912
3,1154,Austin Ekeler,RB,GB,depth,1.9,2.1,1.05,0.7405395487584152
3,1155,Tyler Ekeler,RB,GB,depth,2.5,2.7,0.88,0.6070083748976953
3,1156,Austin Ekeler,RB,GB,depth,6.0,6.1,0.91,0.8641216756280511
3,1157,DK Metcalf,WR,GB,starter,14.6,14.8,0.81,0.9429632063241129
3,1158,CeeDee Lamb,WR,GB,wr2,9.7,9.2,0.82,0.7772403754998041
3,1159,CeeDee Lamb Jr.,WR,GB,depth,6.3,6.2,0.95,0.7113132937545105
3,1160,Cooper Kupp II,WR,GB,depth,5.9,6.1,1.11,0.7006731246865043
3,1161,DK Metcalf,WR,GB,depth,8.3,7.8,0.89,0.8636579091577201
3,1162,DeAndre Hopkins,WR,GB,depth,2.7,2.8,0.92,0.7442715530116671
3,1163,David Njoku,TE,GB,starter,10.2,9.6,1.04,0.8082321964996455
3,1164,Mark Andrews,TE,GB,backup,4.4,4.7,1.02,0.6749947393835433
3,1165,George Kittle III,TE,GB,backup,3.6,3.3,0.89,0.6081588223358472
3,1166,Russell Wilson,QB,DET,starter,26.1,26.4,1.2,0.6855686919109882
3,1167,Brandon Prescott,QB,DET,backup,15.9,17.4,0.86,0.6406123425501953
3,1168,Jonathan Taylor,RB,DET,starter,19.0,19.2,1.15,0.7682538719326406
3,1169,Austin Ekeler,RB,DET,rb2,13.0,13.5,1.06,0.6960085534491165
3,1170,Marcus Kamara,RB,DET,depth,6.3,6.6,1.18,0.7198485199203178
3,1171,Davante Adams,WR,DET,starter,19.0,19.4,1.18,0.8618636463661844
3,1172,Cooper Kupp,WR,DET,wr2,10.9,11.1,1.17,0.6328749802311132
3,1173,A.J. Brown II,WR,DET,depth,4.7,4.4,1.18,0.906600202671465
3,1174,Tyreek Hill,WR,DET,depth,4.5,4.5,0.8,0.8425496599516281
3,1175,Marcus Metcalf,WR,DET,depth,3.6,3.5,1.05,0.6641357859788478
3,1176,Keenan Allen,WR,DET,depth,4.4,4.2,1.15,0.8699415505215136
3,1177,Evan Engram,TE,DET,starter,9.4,10.1,1.12,0.6794991999323466
3,1178,Tyler Goedert,TE,DET,backup,3.1,3.4,1.17,0.8720961214211929
3,1179,Evan Engram,TE,DET,backup,4.3,4.7,0.95,0.6371077825955394
3,1180,Trevor Lawrence,QB,SEA,starter,20.2,19.6,1.09,0.7153712054266136
3,1181,Dak Prescott,QB,SEA,backup,10.6,11.3,0.98,0.7784027368209578
3,1182,Austin Ekeler,RB,SEA,starter,24.1,24.6,1.19,0.651319951757255
3,1183,Dalvin Cook II,RB,SEA,rb2,11.7,11.1,1.07,0.9489572634433923
3,1184,Alvin Kamara,RB,SEA,depth,4.4,4.8,0.86,0.8786261969847275
3,1185,Tyler Henry,RB,SEA,depth,5.5,5.3,1.11,0.6085559335765276
3,1186,Jordan Barkley,RB,SEA,depth,5.8,6.2,0.83,0.6169492348519988
3,1187,DeAndre Hopkins,WR,SEA,starter,14.6,13.7,1.13,0.9070948594617365
3,1188,Davante Adams,WR,SEA,wr2,8.8,8.7,0.9,0.6978873418147628
3,1189,Jordan Hopkins,WR,SEA,depth,5.5,5.4,0.93,0.9010863055079688
3,1190,Cooper Kupp,WR,SEA,depth,6.2,6.1,1.07,0.6074229830767099
3,1191,Tyreek Hill,WR,SEA,depth,6.6,6.7,0.89,0.8880700146370373
3,1192,Michael Adams,WR,SEA,depth,4.1,4.4,0.99,0.7257531198802555
3,1193,Pat Freiermuth,TE,SEA,starter,9.8,9.9,0.82,0.7347162461985516
3,1194,George Kittle,TE,SEA,backup,6.0,6.1,1.01,0.6800827196436834
3,1195,Russell Wilson,QB,LAC,starter,21.1,23.2,1.16,0.7158071370578978
3,1196,Brandon Tagovailoa,QB,LAC,backup,13.6,14.5,1.15,0.9141067970967613
3,1197,Derrick Henry,RB,LAC,starter,18.5,19.6,0.85,0.7951596927990061
3,1198,Brandon Taylor,RB,LAC,rb2,9.1,9.1,1.07,0.8734645477006657
3,1199,Marcus Ekeler,RB,LAC,depth,5.1,5.2,0.85,0.8233342373382595
3,1200,Alvin Kamara III,RB,LAC,depth,4.6,4.9,1.16,0.636103570519183
3,1201,Nick Chubb,RB,LAC,depth,6.4,6.7,0.82,0.8097829151178741
3,1202,Cooper Kupp,WR,LAC,starter,10.5,10.2,0.94,0.8046278759939038
3,1203,Davante Adams,WR,LAC,wr2,7.4,7.3,1.07,0.9401279683450472
3,1204,DeAndre Hopkins,WR,LAC,depth,4.5,4.2,0.84,0.8870760018250352
3,1205,Keenan Allen Sr.,WR,LAC,depth,2.5,2.3,0.88,0.8657094414619333
3,1206,Tyreek Hill,WR,LAC,depth,5.0,5.4,0.83,0.8419833381278538
3,1207,Jordan Brown,WR,LAC,depth,8.4,8.7,1.16,0.8607210222340277
3,1208,David Njoku,TE,LAC,starter,14.8,15.0,1.15,0.6769984890998586
3,1209,Darren Waller,TE,LAC,backup,4.0,4.2,0.89,0.8495210038215231
3,1210,George Kittle,TE,LAC,backup,3.9,4.0,1.19,0.7124055479958379
3,1211,Jalen Hurts,QB,BAL,starter,22.6,22.3,1.02,0.7099733503467619
3,1212,Tua Tagovailoa,QB,BAL,backup,11.8,11.5,1.13,0.6866526051216204
3,1213,DeShawn Prescott,QB,BAL,backup,13.7,14.3,1.08,0.659611042876864
3,1214,Jonathan Taylor,RB,BAL,starter,12.6,13.6,0.8,0.8977133891365094
3,1215,Aaron Jones,RB,BAL,rb2,15.1,15.4,1.15,0.8171776338831672
3,1216,Christian McCaffrey Jr.,RB,BAL,depth,3.6,3.8,0.83,0.9118018805509797
3,1217,DK Metcalf,WR,BAL,starter,11.7,11.5,1.04,0.8262190169151711
3,1218,Mike Evans III,WR,BAL,wr2,10.9,10.8,1.17,0.8309669404747737
3,1219,Mike Evans,WR,BAL,depth,4.4,4.2,1.2,0.7960551062872149
3,1220,Stefon Diggs,WR,BAL,depth,3.0,2.9,1.06,0.8026502467030355
3,1221,Cooper Kupp,WR,BAL,depth,6.6,6.2,1.19,0.6500819636097387
3,1222,George Kittle,TE,BAL,starter,10.4,11.1,1.12,0.7596318704397488
3,1223,David Njoku,TE,BAL,backup,3.9,3.6,1.12,0.7657949124197239
3,1224,Mark Andrews,TE,BAL,backup,4.0,4.1,0.87,0.7810488077650806
3,1225,Kirk Cousins,QB,CLE,starter,30.4,30.5,1.02,0.6390708192458593
3,1226,Lamar Jackson,QB,CLE,backup,11.4,11.4,1.08,0.842906859883434
3,1227,Marcus Lawrence,QB,CLE,backup,8.0,7.8,0.95,0.7206710845807671
3,1228,Aaron Jones,RB,CLE,starter,17.8,18.1,1.03,0.6431177194911551
3,1229,Aaron Jones III,RB,CLE,rb2,13.6,13.6,1.19,0.8159147369513213
3,1230,Saquon Barkley Sr.,RB,CLE,depth,5.7,5.8,1.04,0.6697529688480518
3,1231,Nick Chubb,RB,CLE,depth,5.4,5.3,1.07,0.7098311948556825
3,1232,Alvin Kamara Jr.,RB,CLE,depth,3.7,3.3,0.93,0.799053300995554
3,1233,Cooper Kupp,WR,CLE,starter,18.0,18.1,1.08,0.6235215206688625
3,1234,Mike Evans III,WR,CLE,wr2,10.0,9.8,1.19,0.6944900601461175
3,1235,DK Metcalf,WR,CLE,depth,4.9,5.3,0.95,0.934849588597623
3,1236,DeShawn Kupp,WR,CLE,depth,6.8,6.4,1.0,0.802545390088963
3,1237,Tyreek Hill,WR,CLE,depth,6.8,7.2,0.98,0.6333238600104454
3,1238,Kyle Pitts,TE,CLE,starter,9.8,9.6,1.09,0.943247220194785
3,1239,Darren Waller,TE,CLE,backup,5.2,5.5,1.09,0.7790676726907703
3,1240,Josh Allen,QB,TB,starter,19.6,20.5,0.8,0.6732547686067509
3,1241,Kirk Cousins Jr.,QB,TB,backup,10.7,10.3,1.08,0.6377446425989682
3,1242,Derrick Henry,RB,TB,starter,14.1,13.1,1.0,0.7899161652354288
3,1243,DeShawn Kamara,RB,TB,rb2,12.5,11.8,1.13,0.8626531068957777
3,1244,Saquon Barkley,RB,TB,depth,5.7,6.0,0.92,0.9062304728067738
3,1245,Joe Mixon III,RB,TB,depth,4.8,4.8,0.93,0.6841189996554897
3,1246,Davante Adams,WR,TB,starter,26.9,26.7,1.16,0.8655632228600831
3,1247,A.J. Brown Jr.,WR,TB,wr2,10.6,11.5,0.82,0.8991653705737326
3,1248,A.J. Brown,WR,TB,depth,8.9,8.8,1.1,0.77936269768729
3,1249,DK Metcalf,WR,TB,depth,4.1,4.0,1.18,0.7184717772915066
3,1250,A.J. Brown,WR,TB,depth,6.8,6.7,1.2,0.7156056986817023
3,1251,Dallas Goedert,TE,TB,starter,8.0,8.3,1.14,0.6752368633589121
3,1252,Jordan Andrews,TE,TB,backup,3.0,2.9,0.84,0.8412430763921479
3,1253,Justin Herbert,QB,LV,starter,30.5,31.5,1.17,0.7674980597348053
3,1254,Marcus Allen,QB,LV,backup,11.5,12.3,0.85,0.8521356918101897
3,1255,Christian McCaffrey,RB,LV,starter,7.8,8.4,0.8,0.6730340926748125
3,1256,Alvin Kamara,RB,LV,rb2,6.6,6.7,0.84,0.754396184378226
3,1257,Alvin Kamara,RB,LV,depth,4.2,4.5,1.18,0.7253001013597692
3,1258,Brandon Ekeler,RB,LV,depth,7.0,6.8,0.88,0.8902484759092699
3,1259,Cooper Kupp,WR,LV,starter,17.5,18.3,0.85,0.738560028014972
3,1260,DK Metcalf,WR,LV,wr2,9.8,10.7,0.89,0.734330168245069
3,1261,Cooper Kupp,WR,LV,depth,8.4,8.0,1.15,0.8977905731161734
3,1262,Cooper Kupp,WR,LV,depth,3.3,3.4,0.94,0.8611597056603415
3,1263,DK Metcalf,WR,LV,depth,5.0,5.1,0.93,0.8533720126547296
3,1264,Stefon Diggs,WR,LV,depth,9.1,8.5,1.18,0.7401772597445032
3,1265,CeeDee Lamb,WR,LV,depth,2.0,2.0,0.85,0.6481766630370444
3,1266,David Njoku,TE,LV,starter,8.8,9.5,0.94,0.9223440075373786
3,1267,David Njoku,TE,LV,backup,6.0,6.6,1.06,0.7067776041382212
3,1268,Josh Allen,QB,ATL,starter,19.5,18.6,0.82,0.6886642508171861
3,1269,Michael Allen,QB,ATL,backup,17.0,15.3,1.08,0.9341184802147475
3,1270,Justin Herbert,QB,ATL,backup,17.3,16.4,1.0,0.631648588294828
3,1271,Nick Chubb,RB,ATL,starter,15.7,15.2,1.01,0.822607375694167
3,1272,Brandon Taylor,RB,ATL,rb2,8.2,8.6,1.08,0.7678288669398917
3,1273,Aaron Jones Jr.,RB,ATL,depth,3.7,3.9,0.84,0.687211268910225
3,1274,Christian McCaffrey,RB,ATL,depth,3.7,3.6,0.88,0.7240483608973934
3,1275,Dalvin Cook,RB,ATL,depth,3.1,3.3,0.94,0.8538564017459696
3,1276,Stefon Diggs,WR,ATL,starter,20.9,21.5,1.14,0.7671728708823229
3,1277,A.J. Brown,WR,ATL,wr2,5.8,5.9,0.8,0.8115249582869128
3,1278,Michael Hopkins,WR,ATL,depth,4.8,5.1,0.88,0.8392593874469287
3,1279,Tyler Adams,WR,ATL,depth,2.8,2.7,0.98,0.8012634224276629
3,1280,DeAndre Hopkins,WR,ATL,depth,1.8,1.7,0.92,0.8614179471761261
3,1281,George Kittle,TE,ATL,starter,12.9,12.7,1.01,0.8261811870830257
3,1282,Michael Freiermuth,TE,ATL,backup,5.7,5.3,1.18,0.6398118935879726
3,1283,Pat Freiermuth,TE,ATL,backup,3.1,2.8,0.95,0.8964648557352024
3,1284,Josh Allen,QB,PIT,starter,21.2,21.4,0.99,0.8356327757419597
3,1285,Josh Allen,QB,PIT,backup,14.6,14.5,0.87,0.9453907227530103
3,1286,Jonathan Taylor,RB,PIT,starter,16.6,16.6,1.04,0.7123106723480835
3,1287,Nick Chubb,RB,PIT,rb2,13.7,13.4,0.89,0.9075210444765633
3,1288,DeShawn Barkley,RB,PIT,depth,5.5,5.8,1.07,0.8080021350997384
3,1289,Saquon Barkley,RB,PIT,depth,3.3,3.0,1.1,0.6164449638034354
3,1290,Nick Chubb,RB,PIT,depth,6.6,6.2,1.09,0.9304332130966173
3,1291,Tyreek Hill,WR,PIT,starter,11.1,11.9,0.98,0.6354784430762683
3,1292,DK Metcalf,WR,PIT,wr2,6.5,6.4,1.16,0.7701770359816049
3,1293,Cooper Kupp,WR,PIT,depth,9.1,9.7,1.11,0.6352405401397867
3,1294,DeAndre Hopkins,WR,PIT,depth,6.1,5.7,0.84,0.6556103744639198
3,1295,Davante Adams,WR,PIT,depth,3.1,3.3,1.17,0.8917875080546755
3,1296,CeeDee Lamb II,WR,PIT,depth,6.9,7.3,0.98,0.9149460786446952
3,1297,A.J. Brown,WR,PIT,depth,1.5,1.5,0.81,0.6571014881091992
3,1298,Mark Andrews,TE,PIT,starter,11.6,11.3,1.19,0.8949461972379341
3,1299,Jordan Freiermuth,TE,PIT,backup,2.6,2.3,1.0,0.8495669567485266
3,1300,Jalen Hurts,QB,LAR,starter,24.4,25.2,1.06,0.7166182101746322
3,1301,Jalen Hurts,QB,LAR,backup,14.8,14.5,1.12,0.6083899596112738
3,1302,Austin Ekeler,RB,LAR,starter,12.9,12.3,1.02,0.9070999687829755
3,1303,Jordan Taylor,RB,LAR,rb2,11.0,11.7,0.94,0.7885185008039487
3,1304,Christian McCaffrey Sr.,RB,LAR,depth,7.7,8.0,0.91,0.6031656464710687
3,1305,Tyreek Hill,WR,LAR,starter,10.3,10.9,1.07,0.7807970404912881
3,1306,CeeDee Lamb,WR,LAR,wr2,11.1,10.4,1.13,0.7186796753479628
3,1307,Davante Adams III,WR,LAR,depth,8.2,8.9,1.18,0.9149626531163214
3,1308,Cooper Kupp,WR,LAR,depth,2.7,2.5,0.84,0.6845454493218456
3,1309,Keenan Allen,WR,LAR,depth,7.5,7.7,1.18,0.7450418497834665
3,1310,Davante Adams,WR,LAR,depth,7.0,6.7,1.03,0.8404888243615223
3,1311,A.J. Brown,WR,LAR,depth,6.3,6.5,1.08,0.698861753117136
3,1312,Mark Andrews,TE,LAR,starter,6.0,6.3,0.8,0.8325576020275923
3,1313,Mark Andrews,TE,LAR,backup,3.6,3.2,0.95,0.8380465447695575
3,1314,David Njoku III,TE,LAR,backup,3.0,3.2,0.93,0.6236007934618341
3,1315,Dak Prescott,QB,HOU,starter,27.0,27.5,1.15,0.6232404447902781
3,1316,Brandon Prescott,QB,HOU,backup,16.1,17.2,1.2,0.712175222722145
3,1317,Kirk Cousins,QB,HOU,backup,14.4,14.6,0.91,0.7432315397019595
3,1318,Dalvin Cook,RB,HOU,starter,17.6,19.3,1.06,0.8407946199165741
3,1319,Michael Henry,RB,HOU,rb2,13.0,12.6,1.07,0.6953560705889738
3,1320,Michael Taylor,RB,HOU,depth,2.4,2.2,0.94,0.6056145302533747
3,1321,Alvin Kamara II,RB,HOU,depth,5.3,5.2,1.09,0.7273653846630953
3,1322,DK Metcalf,WR,HOU,starter,19.8,17.9,0.96,0.6805930586487382
3,1323,Keenan Allen,WR,HOU,wr2,14.6,13.3,1.08,0.7803240938006406
3,1324,A.J. Brown,WR,HOU,depth,3.1,3.3,1.17,0.8626903264235501
3,1325,A.J. Brown,WR,HOU,depth,9.6,9.9,1.17,0.8236245859687663
3,1326,Stefon Diggs,WR,HOU,depth,4.7,4.2,1.12,0.8655390864291954
3,1327,Kyle Pitts,TE,HOU,starter,13.1,13.3,0.91,0.6772800442912759
3,1328,Tyler Hockenson,TE,HOU,backup,2.8,3.0,1.02,0.766156915604874
3,1329,Lamar Jackson,QB,NYG,starter,17.4,16.6,0.82,0.8990279862120112
3,1330,DeShawn Hurts,QB,NYG,backup,11.8,10.8,0.91,0.6439148344943063
3,1331,Marcus Jackson,QB,NYG,backup,15.2,14.7,1.12,0.9267646183379423
3,1332,Austin Ekeler,RB,NYG,starter,16.9,18.2,1.08,0.7049027343724393
3,1333,Austin Ekeler III,RB,NYG,rb2,12.5,11.4,1.12,0.8191438860751209
3,1334,Jonathan Taylor,RB,NYG,depth,3.7,3.8,0.87,0.8224347003337478
3,1335,Aaron Jones,RB,NYG,depth,6.2,6.2,0.97,0.650809398590275
3,1336,DeAndre Hopkins,WR,NYG,starter,15.8,16.5,1.11,0.7118926394989035
3,1337,Mike Evans,WR,NYG,wr2,7.6,7.6,1.08,0.6750974718954768
3,1338,DeShawn Brown,WR,NYG,depth,3.1,3.2,1.04,0.6593858953944299
3,1339,Davante Adams II,WR,NYG,depth,2.9,2.9,0.81,0.876798868409403
3,1340,Stefon Diggs II,WR,NYG,depth,2.8,2.6,0.96,0.8162733870702872
3,1341,CeeDee Lamb,WR,NYG,depth,4.2,4.0,1.19,0.8719211586149946
3,1342,A.J. Brown,WR,NYG,depth,7.4,7.3,0.9,0.9467612556005267
3,1343,Evan Engram,TE,NYG,starter,11.0,10.9,0.98,0.6780044338326814
3,1344,Travis Kelce,TE,NYG,backup,2.4,2.2,1.08,0.8022790900350838
3,1345,Evan Engram,TE,NYG,backup,3.0,3.0,1.01,0.7909220052417995
3,1346,Lamar Jackson,QB,IND,starter,24.0,26.4,1.02,0.6154640336853608
3,1347,Tua Tagovailoa Jr.,QB,IND,backup,11.1,10.1,0.92,0.7767220296764797
3,1348,Justin Herbert,QB,IND,backup,20.5,21.6,1.17,0.7920370895863591
3,1349,Derrick Henry,RB,IND,starter,21.5,23.4,1.16,0.868204741492668
3,1350,Joe Mixon,RB,IND,rb2,8.2,8.6,1.07,0.8881354152715049
3,1351,Alvin Kamara,RB,IND,depth,5.1,5.4,0.86,0.6430853810798238
3,1352,Austin Ekeler,RB,IND,depth,5.7,6.0,0.92,0.9003620257584439
3,1353,Christian McCaffrey,RB,IND,depth,3.6,3.4,0.91,0.6992540681571686
3,1354,CeeDee Lamb,WR,IND,starter,15.0,14.1,1.13,0.6793381491429153
3,1355,Michael Hopkins,WR,IND,wr2,10.8,10.5,0.93,0.6402492383794434
3,1356,CeeDee Lamb,WR,IND,depth,2.2,2.0,0.83,0.8634170541019585
3,1357,Jordan Adams,WR,IND,depth,6.5,6.9,1.01,0.6584749544824702
3,1358,Michael Lamb,WR,IND,depth,1.4,1.3,0.81,0.8962565577072807
3,1359,Mike Evans,WR,IND,depth,3.5,3.5,1.05,0.9458461129193705
3,1360,DeAndre Hopkins,WR,IND,depth,7.5,7.2,1.09,0.6953189410670451
3,1361,Pat Freiermuth,TE,IND,starter,9.7,9.9,0.93,0.710941676883497
3,1362,George Kittle Sr.,TE,IND,backup,4.0,3.8,0.85,0.6637026747055934
3,1363,Kirk Cousins,QB,TEN,starter,15.8,16.2,0.99,0.6859413514011734
3,1364,Russell Wilson,QB,TEN,backup,15.7,15.9,1.09,0.6036685935871032
3,1365,Tyler Wilson,QB,TEN,backup,15.8,14.3,0.99,0.6935096800377021
3,1366,Alvin Kamara,RB,TEN,starter,18.6,20.1,0.81,0.7875253751340003
3,1367,Jordan Taylor,RB,TEN,rb2,7.3,6.7,0.88,0.6279007219495613
3,1368,Jordan Jones,RB,TEN,depth,4.8,4.6,0.88,0.9227127853202144
3,1369,Jordan Ekeler,RB,TEN,depth,4.3,4.3,0.9,0.6876344865391721
3,1370,A.J. Brown,WR,TEN,starter,13.7,13.9,0.87,0.745468480290952
3,1371,Mike Evans,WR,TEN,wr2,11.9,11.4,0.94,0.8306582809986205
3,1372,Stefon Diggs,WR,TEN,depth,6.4,6.2,0.98,0.8944200338919976
3,1373,Tyler Brown,WR,TEN,depth,3.2,3.2,0.96,0.7939019797002917
3,1374,A.J. Brown II,WR,TEN,depth,5.7,6.3,1.08,0.8454275423270433
3,1375,Tyler Metcalf,WR,TEN,depth,9.8,10.8,1.1,0.7982936189001707
